Name;Nationality;Gender;Age;Passport ID;Entry Location;Date of entry
Sallee Lembcke;Argentina;Female;44;171609684;Vilar Formoso Border;23/10/2020
Gabby Silmon;Greece;Female;70;388026592;Sa Carneiro Airport;03/05/2021
Erinn Gulliman;Peru;Male;61;900662558;Castro Marim Border;29/04/2021
Dominga Caush;Mexico;Male;44;823521541;Beja Airport;25/01/2020
Kip Skeleton;Argentina;Male;62;699711415;Vilar Formoso Border;29/11/2020
Kara-lynn Devaney;South Africa;Male;57;142649041;Faro Airport;05/05/2020
Carlee Extance;China;Female;33;981925328;Joao Paulo II Airport;20/03/2020
Briant Mullane;Russia;Female;34;663215251;Joao Paulo II Airport;25/05/2021
Nicki Stening;Indonesia;Female;83;161726551;Faro Airport;12/06/2020
Ranee Cahey;China;Female;47;295873210;Braganca Airport;15/04/2020
Ceciley Cassam;Indonesia;Male;19;131596584;Cristiano Ronaldo Airport;28/01/2021
Aggi Screas;Iran;Female;48;486554816;Castro Marim Border;22/06/2020
Renaldo Keller;Serbia;Female;18;146991298;Sa Carneiro Airport;03/05/2021
Osbert Botcherby;China;Male;30;583584670;Cristiano Ronaldo Airport;07/01/2020
Marcela Batting;Russia;Female;26;646023854;Vilar Formoso Border;12/11/2020
Adria Longbothom;Philippines;Female;23;471427109;Faro Airport;11/03/2020
Bernita Twitchett;Equatorial Guinea;Female;41;103904957;Elvas Border;01/01/2020
Regan Loyd;Russia;Female;54;885954617;Elvas Border;29/02/2020
Adda Whitmell;Czech Republic;Male;20;431902123;Valenca Border;02/03/2020
Erminia Frere;Philippines;Male;49;120793076;Faro Airport;02/09/2020
Burr Blaisdell;Luxembourg;Female;77;481702708;Sa Carneiro Airport;08/04/2020
Muffin Heditch;China;Male;66;905020268;Sa Carneiro Airport;19/07/2020
Gigi Massey;Serbia;Female;39;545550276;Elvas Border;08/08/2020
Valida McBrier;China;Male;32;755954892;Faro Airport;27/11/2020
Stevie Airth;Ukraine;Female;51;157587873;Valenca Border;26/04/2021
Willie Hedgeman;Vietnam;Female;37;794854572;Valenca Border;05/02/2020
Templeton Spurdens;France;Male;33;539499037;Faro Airport;12/05/2021
Riannon Pauletto;Indonesia;Female;41;393132096;Cristiano Ronaldo Airport;13/06/2020
Kelsey Guillerman;South Korea;Male;57;915555111;Vilar Formoso Border;09/03/2021
Minnnie Slyford;Peru;Female;83;759340082;Faro Airport;17/02/2021
Darb Nand;Republic of the Congo;Female;30;664769945;Vilar Formoso Border;11/12/2020
Sarita Adel;China;Male;39;655480945;Beja Airport;14/09/2020
Ariel McVicar;United States;Male;83;804308848;Castro Marim Border;27/05/2020
Tabitha Peascod;Brazil;Male;24;889184414;Sa Carneiro Airport;15/05/2020
Joela Sheals;China;Female;80;279905644;Faro Airport;10/06/2020
Waly Kilbourn;China;Female;68;943422390;Sa Carneiro Airport;13/05/2020
Lucas Sheddan;China;Female;30;442284634;Cristiano Ronaldo Airport;28/03/2020
Herc MacNess;Sweden;Female;32;993760041;Joao Paulo II Airport;26/03/2021
Steward Cocksedge;Iran;Male;23;379828197;Vilar Formoso Border;07/04/2021
Avivah Georgeau;Sweden;Female;83;164781334;Sa Carneiro Airport;07/06/2020
Demott Ivashev;Madagascar;Male;80;969378086;Castro Marim Border;07/08/2020
Jorgan Entwhistle;South Korea;Female;19;125647716;Castro Marim Border;05/08/2020
Blondie Drinnan;Indonesia;Male;73;171544123;Valenca Border;08/01/2020
Karla Grigson;Greenland;Male;25;582689020;Castro Marim Border;01/03/2021
Kylie Bompass;China;Male;19;412981341;Vilar Formoso Border;14/05/2020
Sherm Gummary;Philippines;Male;61;498755625;Sa Carneiro Airport;16/11/2020
Korry Seeman;El Salvador;Female;79;951523503;Castro Marim Border;26/02/2020
Melisent Rockell;Indonesia;Female;75;980394363;Braganca Airport;05/03/2020
Celestia Rubinsky;France;Male;36;317112154;Beja Airport;31/10/2020
Larine Wissbey;Sweden;Male;35;732568051;Valenca Border;04/11/2020
Fitzgerald Ofener;Sweden;Male;74;798651323;Valenca Border;29/10/2020
Maye Padson;France;Male;39;417284836;Faro Airport;27/03/2020
Ivette Sponton;Panama;Male;31;392343794;Valenca Border;25/03/2021
Belicia Trenouth;Thailand;Male;64;504237712;Faro Airport;10/07/2020
Harri Ivatt;Indonesia;Female;56;432060402;Valenca Border;31/01/2021
Kareem Pettiward;Philippines;Male;46;113015355;Joao Paulo II Airport;26/10/2020
Murray Bruckent;France;Male;84;239968925;Humberto Delgado Airport;28/04/2020
Clement Pfaff;Japan;Female;81;347173059;Faro Airport;25/01/2020
Haily Richold;Indonesia;Female;24;999524373;Humberto Delgado Airport;14/06/2020
Alicea Hinners;Sweden;Male;29;588425468;Faro Airport;23/02/2021
Giorgi Dudley;China;Female;31;508192514;Beja Airport;11/01/2020
Alan Ambrogini;Spain;Female;25;432966739;Faro Airport;28/11/2020
Celine Taynton;Jordan;Female;79;429294063;Beja Airport;29/01/2020
Clementius Kobierski;Portugal;Male;48;150808497;Elvas Border;20/12/2020
Trumann Ondricek;Brazil;Female;23;553273548;Humberto Delgado Airport;05/04/2021
Forester Speer;Indonesia;Female;50;767456756;Cristiano Ronaldo Airport;11/03/2021
Maribelle Shilleto;China;Male;20;825299834;Sa Carneiro Airport;10/04/2020
Franzen Eyre;Germany;Male;84;256144502;Beja Airport;25/02/2020
Jamey Benko;Kazakhstan;Female;77;730100915;Sa Carneiro Airport;06/05/2021
Quinta Twell;Portugal;Male;84;681605464;Humberto Delgado Airport;21/05/2020
Cassie Deverale;Portugal;Male;46;663586374;Castro Marim Border;17/03/2021
Tomi Stimson;China;Female;43;332826074;Vilar Formoso Border;24/05/2020
Marris Prebble;Indonesia;Female;67;955317842;Castro Marim Border;20/08/2020
Mina Blance;Israel;Female;55;811487090;Elvas Border;07/01/2020
Hercules Lippo;Indonesia;Male;66;906420779;Humberto Delgado Airport;10/08/2020
Avis Wilsee;Finland;Male;44;247840777;Joao Paulo II Airport;22/04/2021
Hamlen Edgeson;Poland;Female;84;576900430;Castro Marim Border;21/05/2020
Lanny Danielis;Costa Rica;Male;55;800764748;Braganca Airport;11/04/2020
Silvio Dommersen;Brazil;Female;36;478485151;Faro Airport;26/04/2020
Haleigh Gay;Bosnia and Herzegovina;Male;48;746337804;Castro Marim Border;10/03/2021
Annora Filby;China;Female;53;881279448;Sa Carneiro Airport;04/08/2020
Loralyn Kempston;Argentina;Male;47;370851150;Sa Carneiro Airport;22/02/2021
Becki Rudge;Belarus;Female;58;190234717;Elvas Border;06/09/2020
El Poncet;China;Female;21;920820223;Vilar Formoso Border;26/11/2020
Brina Shury;Japan;Male;81;919859686;Valenca Border;19/03/2021
Fania Seleway;China;Female;20;583743381;Sa Carneiro Airport;02/02/2021
Darb De Brett;Peru;Female;74;494836215;Valenca Border;25/02/2020
Ollie Olijve;Philippines;Male;21;524586324;Cristiano Ronaldo Airport;29/03/2021
Alexio Rice;Mexico;Female;53;254315284;Sa Carneiro Airport;14/01/2021
Euell Pechan;Philippines;Female;20;887314204;Humberto Delgado Airport;27/06/2020
Vale Allardyce;Indonesia;Male;57;300325133;Braganca Airport;27/09/2020
Alain Lydiate;China;Female;23;153176928;Humberto Delgado Airport;27/01/2020
Eleanor Widdison;Ivory Coast;Male;32;601103847;Castro Marim Border;18/01/2021
Corenda Bonnar;Costa Rica;Male;20;640381961;Vilar Formoso Border;06/10/2020
Dulcia Pead;Morocco;Male;46;952857540;Castro Marim Border;02/01/2020
Anne Aubri;Estonia;Female;36;233449254;Valenca Border;12/03/2021
Helene Synnot;Indonesia;Female;80;295806134;Humberto Delgado Airport;24/03/2021
Sheela Crotch;Estonia;Female;73;349539444;Faro Airport;15/01/2020
Deanne Wollrauch;Peru;Female;77;273767616;Sa Carneiro Airport;19/02/2020
Caleb Kiehnlt;Uzbekistan;Male;54;799308267;Beja Airport;22/11/2020
Zorine Fancett;Albania;Male;78;953190287;Sa Carneiro Airport;16/06/2020
Orville Brumen;Sweden;Female;39;688847576;Valenca Border;10/09/2020
Callie Apark;Canada;Female;34;807370562;Castro Marim Border;16/04/2021
Chandal Hannaway;Indonesia;Male;82;311459890;Elvas Border;24/02/2021
Cherilyn Haggart;Peru;Female;64;706939190;Castro Marim Border;12/10/2020
Devora Sickamore;Greece;Male;60;677459682;Valenca Border;09/09/2020
Ericka Ipsley;Philippines;Female;57;151421007;Vilar Formoso Border;22/02/2020
Tersina Ingledow;China;Male;78;360189225;Humberto Delgado Airport;19/07/2020
Perla Rubinlicht;Bolivia;Male;60;695681050;Faro Airport;29/01/2020
Lilly Pfeffel;Philippines;Male;80;671966540;Vilar Formoso Border;15/08/2020
Stormy Byrkmyr;Italy;Male;84;527159678;Humberto Delgado Airport;28/05/2020
Katerine Giddy;China;Female;71;661857860;Joao Paulo II Airport;09/02/2021
Ruttger Gonning;China;Male;27;358084632;Valenca Border;25/05/2020
Gilda Palmer;China;Male;68;730670957;Elvas Border;18/10/2020
Hiram Gilhool;Saudi Arabia;Female;48;929238006;Vilar Formoso Border;07/07/2020
Ferrel Halsho;Bulgaria;Male;19;369874052;Sa Carneiro Airport;28/11/2020
Aurelea Masserel;Russia;Male;57;921991698;Humberto Delgado Airport;04/04/2021
Ansley Westcar;Colombia;Female;51;612752313;Beja Airport;26/04/2020
Patin Janzen;South Korea;Male;24;605915820;Humberto Delgado Airport;03/06/2020
Annalise Rippin;China;Female;25;459335424;Braganca Airport;03/03/2020
Sidnee Roisen;China;Male;25;154258398;Braganca Airport;19/01/2021
Flossi Blaza;Brazil;Female;19;188808181;Joao Paulo II Airport;06/10/2020
Cornelius Oakenfall;Indonesia;Male;65;396216432;Faro Airport;21/07/2020
Tessa Blankau;Russia;Female;67;364296674;Elvas Border;12/03/2020
Udell Cufley;Russia;Male;34;853918712;Faro Airport;22/07/2020
Rubin Kielt;China;Female;74;870611703;Faro Airport;30/10/2020
Dorotea Woodruff;China;Male;25;275165148;Beja Airport;24/02/2020
Audie Harbron;Nepal;Male;83;393431541;Sa Carneiro Airport;30/05/2020
Theodora Lysons;France;Female;74;821096869;Braganca Airport;08/09/2020
Rodrique Cordet;Philippines;Female;57;721323055;Joao Paulo II Airport;15/04/2020
Flore Froud;Indonesia;Female;29;351320601;Valenca Border;09/04/2021
Martyn Brassill;Iran;Female;79;338395748;Vilar Formoso Border;28/01/2021
Lonni Joseph;Russia;Female;44;737146451;Sa Carneiro Airport;09/05/2020
Caritta Kynd;Costa Rica;Male;52;598038791;Beja Airport;05/03/2020
Alli Cossell;Macedonia;Male;47;665962118;Elvas Border;15/04/2021
Em Boultwood;Philippines;Female;58;354195636;Braganca Airport;18/02/2021
Samuel Padberry;China;Male;24;490627006;Humberto Delgado Airport;24/07/2020
Irina Foffano;Russia;Male;37;912949788;Humberto Delgado Airport;21/02/2020
Dione Scoines;Afghanistan;Female;76;816637400;Sa Carneiro Airport;29/11/2020
Helaine Wybourne;China;Male;43;628825023;Joao Paulo II Airport;27/01/2021
Milly Clemencet;Indonesia;Male;25;404430734;Faro Airport;29/07/2020
Britte Button;Philippines;Female;42;268723602;Valenca Border;29/01/2021
Kaleena Goodwyn;Bosnia and Herzegovina;Female;67;473591695;Faro Airport;03/07/2020
Marabel Walczak;Colombia;Female;85;541820086;Vilar Formoso Border;21/03/2021
Rurik Spelsbury;South Korea;Male;23;824699719;Sa Carneiro Airport;23/02/2021
Vikki Wonham;Saint Kitts and Nevis;Female;77;660256178;Sa Carneiro Airport;04/03/2021
Sutton Draye;Greece;Female;73;476348777;Cristiano Ronaldo Airport;03/03/2020
Elisabetta de Guise;Japan;Female;24;928421305;Sa Carneiro Airport;01/05/2021
Leonard McVane;Portugal;Female;34;750962673;Valenca Border;08/12/2020
Clarke Varty;China;Female;62;472234308;Humberto Delgado Airport;11/08/2020
Izabel Hanlin;Venezuela;Female;35;770159626;Joao Paulo II Airport;20/02/2021
Muhammad Aspray;Nigeria;Female;34;138854990;Humberto Delgado Airport;01/07/2020
Cordelia Tow;Russia;Female;68;684111750;Castro Marim Border;11/12/2020
Aymer Glen;Vietnam;Male;73;222732854;Humberto Delgado Airport;30/06/2020
Bale De Biasio;Indonesia;Female;71;784486402;Faro Airport;16/04/2020
Leyla Wear;Philippines;Male;85;332996704;Sa Carneiro Airport;20/02/2021
Corney Levine;Indonesia;Female;18;329366710;Beja Airport;30/09/2020
Heinrick Glanert;Indonesia;Male;51;892642791;Faro Airport;28/01/2020
Gaby Duggen;Greece;Male;30;857676761;Humberto Delgado Airport;21/02/2020
Siusan Bootyman;Sweden;Female;52;662028785;Beja Airport;18/03/2021
Louie Parfrey;Russia;Male;26;568643716;Elvas Border;02/04/2021
Brad Campes;Sweden;Female;24;551205801;Cristiano Ronaldo Airport;12/06/2020
Desiri Bellow;Philippines;Female;38;504495571;Joao Paulo II Airport;27/10/2020
Debra Dupoy;China;Male;42;711180284;Castro Marim Border;21/03/2020
Durant Oakenfall;Peru;Male;36;716092052;Elvas Border;23/11/2020
Christoper Greaterex;Mauritius;Female;67;314072612;Vilar Formoso Border;17/08/2020
Ellie Kilmary;Colombia;Male;52;528549609;Beja Airport;20/02/2021
Norry Seater;Poland;Female;43;435095609;Beja Airport;13/02/2020
Westleigh Windas;Brazil;Male;50;500395900;Vilar Formoso Border;23/03/2020
Irita Stovin;Mexico;Female;74;277743219;Castro Marim Border;14/03/2021
Esteban Lorrimer;Poland;Male;58;321204836;Braganca Airport;16/02/2021
Sharlene McLugish;Indonesia;Male;23;895563766;Braganca Airport;13/09/2020
Revkah Yukhtin;China;Male;41;300355352;Faro Airport;30/01/2020
Nelle Boyan;Czech Republic;Female;72;865653287;Vilar Formoso Border;09/04/2020
Geneva Bilbrook;Indonesia;Male;64;294670734;Braganca Airport;09/06/2020
Huntley Langshaw;Vietnam;Female;80;615848526;Valenca Border;11/06/2020
Ibrahim Bedding;Philippines;Male;42;494509118;Beja Airport;01/01/2020
Binky McCrillis;Portugal;Female;27;426389875;Valenca Border;29/03/2020
Marys Village;Brazil;Female;65;277641012;Cristiano Ronaldo Airport;06/03/2021
Nicolle Ekins;Czech Republic;Male;47;614967116;Joao Paulo II Airport;19/04/2020
Andrew Emerine;Philippines;Female;79;785086497;Humberto Delgado Airport;08/02/2020
Bernadina Fardo;Venezuela;Female;36;696093261;Beja Airport;25/01/2020
Nahum Gynn;Portugal;Male;43;334272668;Braganca Airport;17/06/2020
Donnie McNickle;Haiti;Female;26;495457890;Braganca Airport;05/02/2021
Marigold Hickin;Sweden;Female;77;745590256;Valenca Border;05/02/2021
Clyde Curphey;Poland;Female;79;551655338;Joao Paulo II Airport;09/01/2020
Noelle Smoth;Russia;Female;44;635629997;Vilar Formoso Border;19/02/2020
Dorthy Hanfrey;Russia;Male;59;407332434;Elvas Border;13/01/2021
Ardenia Wilce;Maldives;Female;57;532764029;Beja Airport;22/03/2021
Janeen Blowers;France;Female;58;630445489;Vilar Formoso Border;30/03/2021
Joni Buterton;Benin;Female;68;282952863;Elvas Border;22/08/2020
Annabell Abrahamoff;Poland;Female;62;698283527;Vilar Formoso Border;20/10/2020
Dexter Garnsworthy;Indonesia;Female;84;939254130;Joao Paulo II Airport;14/11/2020
Magnum Henniger;Russia;Female;27;534176360;Braganca Airport;17/04/2021
Byrle Haensel;Indonesia;Female;18;403840605;Joao Paulo II Airport;01/04/2020
Nathalie Trewhitt;Russia;Male;75;440857480;Vilar Formoso Border;07/11/2020
Cyrill Borgesio;Argentina;Male;19;447451058;Sa Carneiro Airport;21/03/2021
Marline Staining;China;Male;56;546859112;Braganca Airport;03/07/2020
Den Chung;Argentina;Female;75;151536722;Valenca Border;17/05/2021
Rene Laughlan;China;Female;78;520117766;Joao Paulo II Airport;25/04/2020
Danny Pendergrast;China;Female;43;711098360;Castro Marim Border;02/09/2020
Cherey Ranald;China;Female;48;937729101;Elvas Border;31/01/2020
Pebrook Vigurs;Peru;Female;35;785151078;Sa Carneiro Airport;25/01/2021
Yanaton Riedel;Nigeria;Male;66;148672556;Sa Carneiro Airport;21/06/2020
Miquela Pymm;United States;Female;80;244836227;Braganca Airport;28/02/2020
Carny Behrendsen;Ukraine;Male;39;493529621;Joao Paulo II Airport;26/04/2021
Juliane Coke;Russia;Female;23;294447203;Castro Marim Border;27/04/2021
Salmon Mumm;Argentina;Male;76;197407498;Elvas Border;28/05/2021
Cristin Braganza;Philippines;Female;21;585417919;Beja Airport;10/01/2020
Donnamarie Chaffen;Uruguay;Male;21;309075718;Braganca Airport;10/03/2021
Gerri Wakeling;Czech Republic;Male;39;811872658;Vilar Formoso Border;13/10/2020
Haven Tante;Chile;Female;65;775526698;Valenca Border;04/03/2021
Sherwin Derricoat;Poland;Male;82;355615975;Valenca Border;15/07/2020
Keeley Pyke;Philippines;Female;59;764559318;Sa Carneiro Airport;22/10/2020
Aubrey Lidington;Poland;Female;56;279507846;Sa Carneiro Airport;18/03/2020
Alfons Deware;Bolivia;Male;41;770721397;Sa Carneiro Airport;12/10/2020
Shirline Theuff;Norway;Female;40;961488792;Elvas Border;06/08/2020
Sigfried Epple;Brazil;Female;58;845290564;Elvas Border;10/01/2020
Anders Dullingham;Portugal;Female;55;321239810;Valenca Border;19/02/2021
Koressa Sloegrave;Greece;Female;56;320856886;Cristiano Ronaldo Airport;28/05/2021
Jilly Blue;Kyrgyzstan;Female;18;953541400;Valenca Border;17/02/2020
Kalila Sarfas;Ireland;Male;56;188041202;Humberto Delgado Airport;24/02/2021
Felicity Stowers;Peru;Female;47;575482237;Sa Carneiro Airport;20/05/2020
Hermy Gerretsen;China;Male;76;298333098;Elvas Border;11/05/2021
Torey Caisley;Afghanistan;Male;28;330244257;Beja Airport;30/01/2021
Emmet Kelly;Brazil;Female;77;608007236;Castro Marim Border;10/07/2020
Mord Alenichicov;Pakistan;Female;65;342091444;Cristiano Ronaldo Airport;06/02/2021
Sheryl Verrills;Tajikistan;Female;47;621842994;Valenca Border;05/03/2020
Skell Arrol;Sweden;Male;22;649659331;Humberto Delgado Airport;26/04/2020
Bonita Berrygun;China;Female;77;761632307;Vilar Formoso Border;18/01/2021
Roley Pavel;Latvia;Female;24;459684775;Faro Airport;09/01/2021
Rikki Kaufman;Indonesia;Male;82;460074900;Humberto Delgado Airport;30/03/2020
Guillemette Tapley;Poland;Male;71;328435907;Vilar Formoso Border;11/06/2020
Claudian Kitchen;China;Female;19;706721276;Vilar Formoso Border;30/10/2020
Breanne Colecrough;Mongolia;Female;56;226421932;Castro Marim Border;04/08/2020
Jenica Petronis;Poland;Male;75;565053771;Braganca Airport;17/06/2020
Nedda Mimmack;Slovenia;Female;46;194079212;Cristiano Ronaldo Airport;04/05/2021
Darren Smewing;Russia;Female;50;333196119;Castro Marim Border;13/01/2020
Christalle Please;Indonesia;Female;33;634944365;Joao Paulo II Airport;10/07/2020
Mirabelle Reddle;United States;Female;58;167012046;Beja Airport;07/09/2020
Cesaro Scrowby;Portugal;Male;56;664249157;Beja Airport;11/04/2020
Abelard Valder;Georgia;Male;32;569442578;Valenca Border;24/01/2020
Joelle Torricella;Andorra;Male;25;653957784;Faro Airport;05/04/2021
Leanor Benley;Indonesia;Male;58;405029247;Humberto Delgado Airport;19/01/2020
Leonidas Hamsley;Belarus;Male;20;939685525;Elvas Border;12/09/2020
Ulrich MacKettrick;China;Female;76;464854414;Vilar Formoso Border;03/04/2020
Miran Stut;Japan;Female;72;586703098;Braganca Airport;11/05/2021
Quentin Fayer;Russia;Female;30;303565461;Joao Paulo II Airport;20/11/2020
Reider Sherborn;Peru;Female;29;103230591;Faro Airport;31/01/2021
Brunhilda Strivens;Indonesia;Female;22;794903692;Elvas Border;19/10/2020
Kimbell Baggallay;Haiti;Male;68;886451772;Braganca Airport;24/10/2020
Masha Peasegod;Russia;Male;31;495968405;Cristiano Ronaldo Airport;15/05/2021
Dorrie Colquitt;France;Female;76;978505098;Vilar Formoso Border;13/09/2020
Mariana Oldford;China;Female;85;936822711;Joao Paulo II Airport;04/01/2021
Worth Hansod;China;Male;79;164239152;Vilar Formoso Border;09/05/2021
Augustus Keld;China;Male;80;966936551;Elvas Border;02/10/2020
Jimmy Berends;Bosnia and Herzegovina;Male;28;840299040;Braganca Airport;18/07/2020
Vivianna Raye;Brazil;Male;64;408601415;Castro Marim Border;29/09/2020
Lesley Sikora;Indonesia;Female;65;201843429;Joao Paulo II Airport;27/05/2021
Anallese Carriage;Vietnam;Female;40;268795605;Humberto Delgado Airport;03/07/2020
Kingston Parcell;Indonesia;Male;26;598425937;Vilar Formoso Border;17/06/2020
Allyn Apfelmann;Nigeria;Male;48;635882830;Valenca Border;19/01/2020
Fan Wrixon;Poland;Male;31;141145151;Beja Airport;06/01/2021
Dill Leythley;Vietnam;Female;52;612503064;Faro Airport;03/03/2021
Alfy Austick;France;Female;47;850244253;Braganca Airport;18/01/2020
Edithe Debell;Cambodia;Female;31;462242176;Castro Marim Border;15/06/2020
Angelico Artist;Portugal;Male;72;132091837;Elvas Border;16/04/2021
Nels O'Rudden;New Zealand;Male;63;352254861;Valenca Border;06/05/2021
Kylynn Blackston;Ecuador;Female;84;666418293;Braganca Airport;30/01/2021
Philbert Pennings;China;Male;57;338632895;Sa Carneiro Airport;20/08/2020
Orren Pennigar;Indonesia;Female;67;808235972;Valenca Border;09/05/2020
Barry Edmott;Ireland;Male;58;553124566;Braganca Airport;15/01/2020
Sanson Oliffe;Thailand;Male;74;490470976;Elvas Border;23/05/2021
Fanny Plummer;France;Male;45;647882578;Vilar Formoso Border;28/02/2020
Delmor Keizman;Sweden;Male;83;411216554;Humberto Delgado Airport;14/04/2020
Merill Heatherington;China;Male;76;745743733;Braganca Airport;09/01/2020
Judie Davy;Brazil;Male;73;867158106;Sa Carneiro Airport;12/04/2020
Etan Hugh;China;Male;66;671523231;Sa Carneiro Airport;11/08/2020
Stillmann Fidgeon;France;Female;80;740704924;Sa Carneiro Airport;13/05/2021
Tressa Signoret;Luxembourg;Male;55;733347964;Vilar Formoso Border;28/03/2021
Phil Agate;Nigeria;Female;67;903135684;Cristiano Ronaldo Airport;03/02/2021
Cassie Ticic;Peru;Male;20;590439723;Braganca Airport;25/01/2020
Aliza Mitchener;Philippines;Male;75;508332150;Vilar Formoso Border;05/03/2021
Erena Schreiner;Poland;Female;50;397810868;Braganca Airport;23/03/2021
Alex Alti;Yemen;Male;70;934353554;Cristiano Ronaldo Airport;19/07/2020
Lolita Corstorphine;Nigeria;Male;48;108325011;Beja Airport;07/09/2020
Brear Winward;Egypt;Male;82;902181671;Valenca Border;22/01/2020
Nanette Peidro;El Salvador;Male;46;180265427;Sa Carneiro Airport;31/01/2021
Laraine Pyffe;Indonesia;Male;49;844553179;Elvas Border;16/02/2021
Cornelius Dorton;Mongolia;Female;33;628942164;Vilar Formoso Border;04/06/2020
Fons Cockarill;Indonesia;Male;75;226753769;Vilar Formoso Border;06/05/2021
Buffy Stuehmeier;Ecuador;Male;23;222987001;Sa Carneiro Airport;01/04/2021
Shel Burrass;Indonesia;Male;35;979331072;Vilar Formoso Border;01/04/2021
Fania Wasmuth;Belarus;Female;31;670306342;Vilar Formoso Border;02/01/2020
Barbey Toppes;Iran;Female;25;588590389;Joao Paulo II Airport;10/03/2020
Rodrigo Walthew;Brazil;Male;60;192281621;Vilar Formoso Border;23/04/2020
Garrot Haining;Japan;Female;78;672076181;Braganca Airport;05/05/2020
Skippie Aldham;Chad;Male;47;155722001;Braganca Airport;03/11/2020
Orv Kolodziejski;Sweden;Male;43;761633446;Joao Paulo II Airport;28/01/2020
Gabrielle Sobtka;Philippines;Female;82;201834193;Braganca Airport;07/04/2021
Delainey Freeborne;Philippines;Female;31;251936899;Valenca Border;14/05/2021
Jordan Newdick;Indonesia;Male;70;938694778;Sa Carneiro Airport;20/03/2020
Greta Errichi;Japan;Female;32;759335755;Valenca Border;01/03/2020
Julia Blaik;Brazil;Female;33;747563305;Faro Airport;12/03/2021
Sophia Doerren;South Korea;Male;65;328487212;Faro Airport;05/04/2020
Murielle Gemmell;France;Female;77;910992764;Joao Paulo II Airport;15/04/2020
Burtie Bitcheno;Russia;Male;25;529987701;Joao Paulo II Airport;01/02/2020
Bogart Heisman;China;Female;63;746330525;Beja Airport;19/07/2020
Adlai Samter;Czech Republic;Male;55;228709800;Joao Paulo II Airport;21/02/2021
Vivia Ledbury;Venezuela;Female;79;348539201;Braganca Airport;10/02/2020
Letitia Pratley;Democratic Republic of the Congo;Female;80;556399484;Elvas Border;23/03/2020
Vidovic Glowach;Philippines;Female;41;406833396;Sa Carneiro Airport;03/09/2020
Kipp Roark;Philippines;Male;29;529113986;Castro Marim Border;12/05/2021
Noll Blemings;Cape Verde;Male;78;983306516;Vilar Formoso Border;02/02/2020
Diane Fontin;China;Female;77;613142537;Beja Airport;12/04/2021
Hans Kidman;Philippines;Female;81;492373792;Elvas Border;19/01/2021
Osborne Corless;Nigeria;Male;75;927537892;Joao Paulo II Airport;08/09/2020
Dora Dunmuir;Argentina;Male;68;999865619;Elvas Border;06/03/2020
Janith Duberry;Indonesia;Male;77;865507576;Faro Airport;01/09/2020
Boonie Epgrave;China;Female;60;997999758;Valenca Border;16/08/2020
Mufinella Gerok;Niger;Male;39;634269085;Joao Paulo II Airport;28/05/2021
Carlen Carncross;Venezuela;Male;24;428990628;Castro Marim Border;24/12/2020
Mathian Pelling;China;Male;42;483225056;Cristiano Ronaldo Airport;02/01/2021
Kate Orhtmann;Philippines;Male;38;839988726;Braganca Airport;25/07/2020
Vaclav Wilkin;Canada;Male;39;399158562;Beja Airport;14/05/2020
Edlin Gosdin;Cambodia;Female;47;893991858;Vilar Formoso Border;20/04/2021
Ynez Cokly;Indonesia;Female;23;863199450;Beja Airport;15/05/2020
Richmound Donlon;China;Male;81;587065427;Humberto Delgado Airport;07/03/2021
Onida Satford;China;Female;65;812474079;Beja Airport;31/12/2020
Everett Peet;Peru;Male;70;289675072;Beja Airport;29/05/2020
Tyler Benstead;Zambia;Female;21;295168026;Vilar Formoso Border;08/03/2020
Giustino Deedes;Indonesia;Female;45;953492617;Faro Airport;26/05/2021
Lolita Valeri;United Kingdom;Male;70;331178517;Valenca Border;19/05/2021
Hobard Atherton;Croatia;Female;82;783718384;Joao Paulo II Airport;11/07/2020
Minnaminnie Boarer;Luxembourg;Male;68;940833533;Faro Airport;18/01/2020
Goober Frame;United States;Male;68;380363908;Cristiano Ronaldo Airport;24/05/2020
Oberon Hopfer;China;Female;66;655576792;Braganca Airport;02/07/2020
Emmi Reggiani;Honduras;Female;67;212650962;Cristiano Ronaldo Airport;25/12/2020
Franchot Dahlborg;Vietnam;Female;60;339378539;Elvas Border;15/03/2020
Friederike Greves;Portugal;Male;47;693875400;Vilar Formoso Border;10/02/2021
Roseanne Cantrill;Cuba;Male;23;327589323;Braganca Airport;05/11/2020
Sol Pietruschka;Brazil;Male;37;148473180;Braganca Airport;27/04/2020
Perry Langrick;Indonesia;Female;51;332681450;Joao Paulo II Airport;02/09/2020
Fredi Gantz;Bolivia;Male;44;229287366;Humberto Delgado Airport;26/02/2020
Borden Blockey;China;Male;37;906968878;Humberto Delgado Airport;06/06/2020
Krispin Leeman;Sweden;Female;53;502727156;Vilar Formoso Border;10/02/2020
Waldo Cully;Indonesia;Female;27;262443250;Elvas Border;18/04/2021
Bekki Clemo;Philippines;Female;59;212114715;Castro Marim Border;26/12/2020
Chip Vigietti;Jordan;Female;63;751739605;Braganca Airport;22/12/2020
Shanie Gorman;Colombia;Female;37;137624975;Faro Airport;08/10/2020
Gabey Aggett;Jamaica;Male;58;135999224;Vilar Formoso Border;02/07/2020
Valentin Biagioni;Oman;Male;25;499753333;Beja Airport;07/10/2020
Yance Cornelius;China;Female;84;830121748;Humberto Delgado Airport;24/06/2020
